Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
75,1990,5,Karnataka,Belgaum,42069,59.5,46.9,42.36,19478,27.55,21.71,19.61,9156,12.95,10.21,9.22,70703,78.82,71.19
75,1991,5,Karnataka,Belgaum,37978,57.44,41.07,36.55,20327,30.75,21.98,19.57,7808,11.81,8.44,7.52,66113,71.49,63.64
75,1992,5,Karnataka,Belgaum,38150,61.9,43.38,38.8,16310,26.46,18.54,16.59,7174,11.64,8.16,7.3,61634,70.08,62.68
75,1993,5,Karnataka,Belgaum,44975,66.93,49.47,44.08,14405,21.44,15.85,14.12,7813,11.63,8.59,7.66,67193,73.91,65.86
75,1994,5,Karnataka,Belgaum,41343,67.1,45.92,40.73,13022,21.14,14.46,12.83,7246,11.76,8.05,7.14,61611,68.43,60.69
75,1995,5,Karnataka,Belgaum,42981,66.85,49.54,44.25,13667,21.26,15.75,14.07,7649,11.9,8.82,7.87,64297,74.11,66.19
75,1996,5,Karnataka,Belgaum,45209,71.97,50.93,45.22,10384,16.53,11.7,10.39,7223,11.5,8.14,7.22,62816,70.76,62.83
75,1997,5,Karnataka,Belgaum,66900,62.27,77.15,67.48,26919,25.06,31.04,27.15,13619,12.68,15.7,13.74,107438,123.89,108.36
75,1998,5,Karnataka,Belgaum,78437,59.65,91.35,79.34,33918,25.79,39.5,34.31,19150,14.56,22.3,19.37,131505,153.16,133.02
75,1999,5,Karnataka,Belgaum,75275,59.09,88.35,74.18,33469,26.27,39.28,32.98,18644,14.64,21.88,18.37,127388,149.52,125.54
75,2000,5,Karnataka,Belgaum,76410,62.42,87.03,72.84,27675,22.61,31.52,26.38,18337,14.98,20.88,17.48,122422,139.43,116.7
75,2001,5,Karnataka,Belgaum,68090,59.43,93.47,78.26,27623,24.11,37.92,31.75,18859,16.46,25.89,21.67,114572,157.28,131.68
75,2002,5,Karnataka,Belgaum,63617,63.58,85.17,69.43,19761,19.75,26.46,21.57,16680,16.67,22.33,18.21,100058,133.96,109.21
75,2003,5,Karnataka,Belgaum,44646,61.34,61.71,49.98,14545,19.98,20.1,16.28,13595,18.68,18.79,15.22,72786,100.61,81.48
75,2004,5,Karnataka,Belgaum,63961,57.35,76.21,57.97,26041,23.35,31.03,23.6,21525,19.3,25.65,19.51,111527,132.89,101.08
75,2005,5,Karnataka,Belgaum,70219,54.19,87.87,66.18,29547,22.8,36.98,27.85,29821,23.01,37.32,28.11,129587,162.17,122.13
75,2006,5,Karnataka,Belgaum,76241,52.43,90.56,71.04,37142,25.54,44.12,34.61,32020,22.02,38.03,29.84,145403,172.7,135.48
75,2007,5,Karnataka,Belgaum,79642,55.75,95.61,75.71,29910,20.94,35.91,28.43,33296,23.31,39.97,31.65,142848,171.48,135.79
75,2008,5,Karnataka,Belgaum,88002,43.88,110.24,87.19,56443,28.14,70.7,55.92,56100,27.97,70.28,55.58,200545,251.22,198.7
75,2009,5,Karnataka,Belgaum,99266,46.01,117.16,89.49,58084,26.92,68.56,52.37,58403,27.07,68.93,52.65,215753,254.65,194.51
75,2010,5,Karnataka,Belgaum,101487,47.8,121.12,92.29,64120,30.2,76.53,58.31,46713,22,55.75,42.48,212320,253.4,193.08
75,2011,5,Karnataka,Belgaum,101386,50.88,132.26,100.26,62121,31.18,81.04,61.43,35744,17.94,46.63,35.35,199251,259.92,197.03
75,2012,5,Karnataka,Belgaum,86336,58.68,132.81,96.35,32350,21.99,49.76,36.1,28451,19.34,43.77,31.75,147137,226.34,164.2
75,2013,5,Karnataka,Belgaum,92843,56.56,141.54,95.94,41720,25.42,63.6,43.11,29590,18.03,45.11,30.58,164153,250.25,169.63
75,2014,5,Karnataka,Belgaum,92481,55.22,127.54,90.23,38556,23.02,53.17,37.62,36446,21.76,50.26,35.56,167483,230.98,163.41
75,2015,5,Karnataka,Belgaum,92785,57.04,117.46,90.85,44583,27.41,56.44,43.65,25303,15.55,32.03,24.78,162671,205.93,159.28
75,2016,5,Karnataka,Belgaum,100099,55.61,121.48,96.31,45042,25.02,54.66,43.34,34851,19.36,42.29,33.53,179992,218.44,173.17
75,2017,5,Karnataka,Belgaum,92878,56.16,121.53,92.16,39229,23.72,51.33,38.92,33264,20.11,43.52,33.01,165371,216.38,164.09
76,1966,5,Karnataka,Bijapur / Vijayapura,843,65.1,0.59,0.58,452,34.9,0.32,0.31,0,0,0,0,1295,0.91,0.9
76,1967,5,Karnataka,Bijapur / Vijayapura,1033,66.77,0.74,0.72,514,33.23,0.37,0.36,0,0,0,0,1547,1.1,1.09
76,1968,5,Karnataka,Bijapur / Vijayapura,2021,79.98,1.42,1.41,472,18.68,0.33,0.33,34,1.35,0.02,0.02,2527,1.78,1.76
76,1969,5,Karnataka,Bijapur / Vijayapura,2046,64.71,1.43,1.41,560,17.71,0.39,0.39,556,17.58,0.39,0.38,3162,2.21,2.18
76,1970,5,Karnataka,Bijapur / Vijayapura,2745,63.73,1.92,1.9,1330,30.88,0.93,0.92,232,5.39,0.16,0.16,4307,3.01,2.98
76,1971,5,Karnataka,Bijapur / Vijayapura,1537,49.15,1.07,1.06,748,23.92,0.52,0.51,842,26.93,0.59,0.58,3127,2.18,2.15
76,1972,5,Karnataka,Bijapur / Vijayapura,1127,51.2,0.94,0.93,538,24.44,0.45,0.44,536,24.35,0.45,0.44,2201,1.83,1.82
76,1973,5,Karnataka,Bijapur / Vijayapura,2539,74.7,1.83,1.81,508,14.95,0.37,0.36,352,10.36,0.25,0.25,3399,2.45,2.42
76,1974,5,Karnataka,Bijapur / Vijayapura,5302,72.2,3.75,3.7,1425,19.41,1.01,0.99,616,8.39,0.44,0.43,7343,5.19,5.12
76,1975,5,Karnataka,Bijapur / Vijayapura,4320,81.26,3.17,3.12,637,11.98,0.47,0.46,359,6.75,0.26,0.26,5316,3.9,3.84
76,1976,5,Karnataka,Bijapur / Vijayapura,5894,78.72,4.39,4.32,1060,14.16,0.79,0.78,533,7.12,0.4,0.39,7487,5.57,5.49
76,1977,5,Karnataka,Bijapur / Vijayapura,7103,73.79,5.17,5.06,1682,17.47,1.22,1.2,841,8.74,0.61,0.6,9626,7.01,6.85
76,1978,5,Karnataka,Bijapur / Vijayapura,8604,71.08,6.28,6.12,2315,19.12,1.69,1.65,1186,9.8,0.87,0.84,12105,8.84,8.61
76,1979,5,Karnataka,Bijapur / Vijayapura,7971,68.42,6.09,5.95,2396,20.57,1.83,1.79,1283,11.01,0.98,0.96,11650,8.9,8.69
76,1980,5,Karnataka,Bijapur / Vijayapura,7781,68.28,6.66,6.53,2255,19.79,1.93,1.89,1360,11.93,1.16,1.14,11396,9.76,9.56
76,1981,5,Karnataka,Bijapur / Vijayapura,9642,67.7,6.89,6.67,2826,19.84,2.02,1.95,1775,12.46,1.27,1.23,14243,10.18,9.85
76,1982,5,Karnataka,Bijapur / Vijayapura,8773,58.66,6.39,6.13,3210,21.46,2.34,2.24,2973,19.88,2.16,2.08,14956,10.89,10.46
76,1983,5,Karnataka,Bijapur / Vijayapura,10820,60.77,7.61,7.24,4396,24.69,3.09,2.94,2589,14.54,1.82,1.73,17805,12.51,11.92
76,1984,5,Karnataka,Bijapur / Vijayapura,13679,57.11,10.29,9.85,7098,29.64,5.34,5.11,3173,13.25,2.39,2.28,23950,18.01,17.24
76,1985,5,Karnataka,Bijapur / Vijayapura,14394,64.12,11.41,11.06,5857,26.09,4.64,4.5,2196,9.78,1.74,1.69,22447,17.79,17.25
76,1986,5,Karnataka,Bijapur / Vijayapura,15550,67.24,11.59,11.14,5439,23.52,4.05,3.9,2138,9.24,1.59,1.53,23127,17.24,16.57
76,1987,5,Karnataka,Bijapur / Vijayapura,11965,51.95,8.46,7.84,7616,33.07,5.38,4.99,3449,14.98,2.44,2.26,23030,16.28,15.08
76,1988,5,Karnataka,Bijapur / Vijayapura,21346,60.39,16.06,14.99,9857,27.89,7.41,6.92,4142,11.72,3.12,2.91,35345,26.59,24.82
76,1989,5,Karnataka,Bijapur / Vijayapura,20103,53.56,14.59,13.57,11994,31.96,8.71,8.1,5435,14.48,3.94,3.67,37532,27.24,25.34
76,1990,5,Karnataka,Bijapur / Vijayapura,18447,54.17,13.61,12.47,10740,31.54,7.92,7.26,4868,14.29,3.59,3.29,34055,25.12,23.03
76,1991,5,Karnataka,Bijapur / Vijayapura,23392,53.28,16.89,15.06,16732,38.11,12.08,10.77,3784,8.62,2.73,2.44,43908,31.7,28.27
76,1992,5,Karnataka,Bijapur / Vijayapura,19363,60.49,14.36,13.18,9608,30.01,7.13,6.54,3041,9.5,2.26,2.07,32012,23.74,21.79
76,1993,5,Karnataka,Bijapur / Vijayapura,24709,62.07,18.28,16.5,11747,29.51,8.69,7.84,3350,8.42,2.48,2.24,39806,29.44,26.58
76,1994,5,Karnataka,Bijapur / Vijayapura,25595,62.72,20.34,18.5,9926,24.32,7.89,7.17,5288,12.96,4.2,3.82,40809,32.43,29.49
76,1995,5,Karnataka,Bijapur / Vijayapura,29069,61.82,22.15,20.32,11902,25.31,9.07,8.32,6054,12.87,4.61,4.23,47025,35.83,32.87
76,1996,5,Karnataka,Bijapur / Vijayapura,31046,66.64,22.67,19.98,10401,22.33,7.59,6.69,5138,11.03,3.75,3.31,46585,34.01,29.98
76,1997,5,Karnataka,Bijapur / Vijayapura,40669,60.64,32.14,28.83,19454,29.01,15.37,13.79,6944,10.35,5.49,4.92,67067,53,47.55
76,1998,5,Karnataka,Bijapur / Vijayapura,32657,53.75,25.95,23.17,20028,32.96,15.92,14.21,8072,13.29,6.41,5.73,60757,48.28,43.11
76,1999,5,Karnataka,Bijapur / Vijayapura,46470,58.53,37.99,33.82,23116,29.11,18.9,16.82,9815,12.36,8.02,7.14,79401,64.91,57.79
76,2000,5,Karnataka,Bijapur / Vijayapura,43706,58.85,36.51,31.76,20100,27.06,16.79,14.61,10462,14.09,8.74,7.6,74268,62.05,53.97
76,2001,5,Karnataka,Bijapur / Vijayapura,47696,57.97,42.85,38.68,22968,27.92,20.64,18.63,11611,14.11,10.43,9.42,82275,73.92,66.73
76,2002,5,Karnataka,Bijapur / Vijayapura,46152,59.9,37.64,33.17,19890,25.82,16.22,14.3,11000,14.28,8.97,7.91,77042,62.83,55.38
76,2003,5,Karnataka,Bijapur / Vijayapura,37702,57.98,33.83,31.16,18055,27.77,16.2,14.92,9270,14.26,8.32,7.66,65027,58.35,53.75
76,2004,5,Karnataka,Bijapur / Vijayapura,52720,54.99,40.17,33.05,27874,29.08,21.24,17.47,15274,15.93,11.64,9.58,95868,73.05,60.1
76,2005,5,Karnataka,Bijapur / Vijayapura,50442,51.57,38.6,31.33,26766,27.36,20.48,16.63,20609,21.07,15.77,12.8,97817,74.85,60.76
76,2006,5,Karnataka,Bijapur / Vijayapura,61310,54.1,46.02,38.01,32611,28.78,24.48,20.22,19408,17.13,14.57,12.03,113329,85.06,70.25
76,2007,5,Karnataka,Bijapur / Vijayapura,60686,55.85,45.04,36.53,29197,26.87,21.67,17.58,18782,17.28,13.94,11.31,108665,80.64,65.41
76,2008,5,Karnataka,Bijapur / Vijayapura,68952,50.02,57.4,48.67,41402,30.03,34.46,29.22,27502,19.95,22.89,19.41,137856,114.75,97.3
76,2009,5,Karnataka,Bijapur / Vijayapura,77842,50.19,58.19,47.42,45318,29.22,33.88,27.6,31934,20.59,23.87,19.45,155094,115.94,94.47
76,2010,5,Karnataka,Bijapur / Vijayapura,79505,49.87,58.9,48.28,49953,31.33,37.01,30.34,29966,18.8,22.2,18.2,159424,118.12,96.82
76,2011,5,Karnataka,Bijapur / Vijayapura,89767,51.85,73.2,61.46,59476,34.35,48.5,40.72,23897,13.8,19.49,16.36,173140,141.18,118.55
76,2012,5,Karnataka,Bijapur / Vijayapura,76796,57.51,59.99,53.28,33345,24.97,26.05,23.13,23388,17.52,18.27,16.23,133529,104.3,92.64
76,2013,5,Karnataka,Bijapur / Vijayapura,80918,57.6,61.61,52.62,37078,26.39,28.23,24.11,22493,16.01,17.13,14.63,140489,106.97,91.35
76,2014,5,Karnataka,Bijapur / Vijayapura,74871,53.08,57.6,50.44,38052,26.98,29.27,25.64,28122,19.94,21.63,18.95,141045,108.5,95.02
76,2015,5,Karnataka,Bijapur / Vijayapura,79543,58.97,58.71,52.36,38795,28.76,28.63,25.54,16555,12.27,12.22,10.9,134893,99.57,88.8
76,2016,5,Karnataka,Bijapur / Vijayapura,74616,53.66,54.9,47.73,41940,30.16,30.86,26.83,22485,16.17,16.54,14.38,139042,102.29,88.93
76,2017,5,Karnataka,Bijapur / Vijayapura,73977,54.84,54.46,46.89,37407,27.73,27.54,23.71,23520,17.43,17.31,14.91,134904,99.31,85.5
77,1966,5,Karnataka,Bidar,654,53.04,1.84,1.72,572,46.39,1.61,1.5,7,0.57,0.02,0.02,1233,3.48,3.24
77,1967,5,Karnataka,Bidar,1114,62.34,3.02,2.72,650,36.37,1.76,1.58,23,1.29,0.06,0.06,1787,4.84,4.36
77,1968,5,Karnataka,Bidar,1181,76.94,3.35,2.79,351,22.87,1,0.83,3,0.2,0.01,0.01,1535,4.35,3.63
77,1969,5,Karnataka,Bidar,1233,64.22,3.69,3.03,570,29.69,1.7,1.4,117,6.09,0.35,0.29,1920,5.74,4.72
77,1970,5,Karnataka,Bidar,1481,75.22,4.42,3.62,371,18.84,1.11,0.91,117,5.94,0.35,0.29,1969,5.88,4.81
77,1971,5,Karnataka,Bidar,1490,65.15,4.49,3.74,458,20.03,1.38,1.15,339,14.82,1.02,0.85,2287,6.9,5.74
77,1972,5,Karnataka,Bidar,1480,80.74,4.66,3.99,288,15.71,0.91,0.78,65,3.55,0.2,0.18,1833,5.78,4.94
77,1973,5,Karnataka,Bidar,2376,71.01,6.99,5.9,502,15,1.48,1.25,468,13.99,1.38,1.16,3346,9.84,8.3
77,1974,5,Karnataka,Bidar,1984,64.63,5.66,4.81,632,20.59,1.8,1.53,454,14.79,1.29,1.1,3070,8.75,7.45
77,1975,5,Karnataka,Bidar,1612,73.57,4.65,3.91,346,15.79,1,0.84,233,10.63,0.67,0.56,2191,6.33,5.31
77,1976,5,Karnataka,Bidar,2516,80.82,7.34,6.33,373,11.98,1.09,0.94,224,7.2,0.65,0.56,3113,9.08,7.83
77,1977,5,Karnataka,Bidar,2405,71.68,7.1,5.89,586,17.47,1.73,1.44,364,10.85,1.08,0.89,3355,9.91,8.22
77,1978,5,Karnataka,Bidar,2067,72.6,5.96,4.96,492,17.28,1.42,1.18,288,10.12,0.83,0.69,2847,8.2,6.83
77,1979,5,Karnataka,Bidar,3333,73.38,9.61,8.17,817,17.99,2.35,2,392,8.63,1.13,0.96,4542,13.09,11.13
77,1980,5,Karnataka,Bidar,3070,72.27,8.82,7.56,838,19.73,2.41,2.06,340,8,0.98,0.84,4248,12.21,10.46
77,1981,5,Karnataka,Bidar,4133,66.18,11.77,10.18,1581,25.32,4.5,3.89,531,8.5,1.51,1.31,6245,17.79,15.38
77,1982,5,Karnataka,Bidar,4467,58.52,12.77,10.95,1563,20.48,4.47,3.83,1603,21,4.58,3.93,7633,21.81,18.71
77,1983,5,Karnataka,Bidar,5229,61.19,14.75,12.31,2515,29.43,7.09,5.92,801,9.37,2.26,1.89,8545,24.1,20.12
77,1984,5,Karnataka,Bidar,5178,56.6,14.39,12.11,3203,35.01,8.9,7.49,767,8.38,2.13,1.79,9148,25.42,21.4
77,1985,5,Karnataka,Bidar,5081,57.33,14.17,11.91,3024,34.12,8.44,7.09,758,8.55,2.11,1.78,8863,24.72,20.77
77,1986,5,Karnataka,Bidar,3968,54.85,11.49,9.77,2506,34.64,7.26,6.17,760,10.51,2.2,1.87,7234,20.96,17.8
77,1987,5,Karnataka,Bidar,5341,57.88,14.78,12.05,2785,30.18,7.71,6.28,1102,11.94,3.05,2.49,9228,25.54,20.82
77,1988,5,Karnataka,Bidar,7238,51.59,19.94,16.34,5436,38.75,14.98,12.27,1356,9.67,3.74,3.06,14030,38.66,31.67
77,1989,5,Karnataka,Bidar,6081,52.73,16.57,13.63,4490,38.94,12.23,10.07,961,8.33,2.62,2.15,11532,31.42,25.86
77,1990,5,Karnataka,Bidar,6836,57.61,19.16,15.65,4217,35.54,11.82,9.66,812,6.84,2.28,1.86,11865,33.25,27.17
77,1991,5,Karnataka,Bidar,6335,53.64,18.25,15.66,4854,41.1,13.99,12,621,5.26,1.79,1.53,11810,34.03,29.19
77,1992,5,Karnataka,Bidar,5403,50.13,14.76,12.34,4975,46.16,13.59,11.36,400,3.71,1.09,0.91,10778,29.45,24.61
77,1993,5,Karnataka,Bidar,6554,63.35,17.63,14.71,3425,33.1,9.21,7.69,367,3.55,0.99,0.82,10346,27.83,23.22
77,1994,5,Karnataka,Bidar,5722,64.08,15.39,12.74,2629,29.44,7.07,5.85,578,6.47,1.55,1.29,8929,24.02,19.87
77,1995,5,Karnataka,Bidar,7239,56.41,19.37,15.63,4637,36.13,12.41,10.01,957,7.46,2.56,2.07,12833,34.34,27.7
77,1996,5,Karnataka,Bidar,7184,68.41,18.95,15.39,2716,25.86,7.17,5.82,601,5.72,1.59,1.29,10501,27.7,22.5
77,1997,5,Karnataka,Bidar,7208,47.98,19.42,15.79,6804,45.29,18.33,14.91,1012,6.74,2.73,2.22,15024,40.49,32.92
77,1998,5,Karnataka,Bidar,11317,53.93,29.83,24.41,8034,38.29,21.17,17.33,1632,7.78,4.3,3.52,20983,55.3,45.25
77,1999,5,Karnataka,Bidar,12116,55.15,32.54,27.57,7854,35.75,21.09,17.87,1998,9.1,5.37,4.55,21968,59,49.98
77,2000,5,Karnataka,Bidar,11238,57.75,30.13,24.86,5840,30.01,15.66,12.92,2383,12.25,6.39,5.27,19461,52.17,43.06
77,2001,5,Karnataka,Bidar,11286,45.83,30.32,25.04,11342,46.06,30.47,25.16,1998,8.11,5.37,4.43,24626,66.16,54.63
77,2002,5,Karnataka,Bidar,9614,50,25.67,21.24,7931,41.24,21.18,17.52,1684,8.76,4.5,3.72,19229,51.35,42.48
77,2003,5,Karnataka,Bidar,5031,53.26,13.6,11.07,3331,35.26,9,7.33,1085,11.49,2.93,2.39,9447,25.53,20.79
77,2004,5,Karnataka,Bidar,8477,47.26,23.21,19.03,7937,44.25,21.73,17.81,1524,8.5,4.17,3.42,17938,49.11,40.26
77,2005,5,Karnataka,Bidar,10207,49.96,28.81,23.23,7596,37.18,21.44,17.29,2629,12.87,7.42,5.98,20432,57.67,46.49
77,2006,5,Karnataka,Bidar,11137,51.02,31.3,25.52,8668,39.71,24.36,19.86,2023,9.27,5.69,4.64,21828,61.35,50.02
77,2007,5,Karnataka,Bidar,9022,46.71,27.32,21.94,8094,41.91,24.51,19.68,2197,11.38,6.65,5.34,19313,58.48,46.97
77,2008,5,Karnataka,Bidar,13348,41.18,39.25,33.35,15504,47.83,45.59,38.74,3565,11,10.48,8.91,32417,95.32,81.01
77,2009,5,Karnataka,Bidar,12529,41.24,36.76,31.23,13071,43.02,38.35,32.59,4782,15.74,14.03,11.92,30382,89.15,75.74
77,2010,5,Karnataka,Bidar,15799,44.22,43.8,37.26,16214,45.38,44.95,38.24,3717,10.4,10.3,8.77,35730,99.05,84.27
77,2011,5,Karnataka,Bidar,18440,41.79,52.57,44.36,21223,48.1,60.5,51.05,4463,10.11,12.72,10.74,44126,125.79,106.15
77,2012,5,Karnataka,Bidar,14379,47.75,41.36,33.1,11800,39.18,33.95,27.17,3936,13.07,11.32,9.06,30115,86.63,69.33
77,2013,5,Karnataka,Bidar,14962,65.28,42.79,33.22,5995,26.16,17.15,13.31,1961,8.56,5.61,4.35,22918,65.54,50.89
77,2014,5,Karnataka,Bidar,15892,48.86,50.86,43.22,12933,39.76,41.39,35.17,3701,11.38,11.85,10.07,32526,104.1,88.46
77,2015,5,Karnataka,Bidar,13481,48.53,41.93,33.9,12312,44.32,38.29,30.96,1988,7.16,6.18,5,27781,86.4,69.85
77,2016,5,Karnataka,Bidar,11858,48.09,30.91,24.51,11012,44.66,28.71,22.76,1788,7.25,4.66,3.7,24658,64.28,50.98
77,2017,5,Karnataka,Bidar,10275,48.56,28.14,22.75,8497,40.16,23.27,18.81,2388,11.29,6.54,5.29,21160,57.94,46.84
78,1966,5,Karnataka,Raichur,4530,79.87,4.51,4.47,1142,20.13,1.14,1.13,0,0,0,0,5672,5.65,5.6
78,1967,5,Karnataka,Raichur,4294,76.47,4.2,4.13,1298,23.12,1.27,1.25,23,0.41,0.02,0.02,5615,5.5,5.4
78,1968,5,Karnataka,Raichur,5560,78.84,5.35,5.24,1350,19.14,1.3,1.27,142,2.01,0.14,0.13,7052,6.79,6.65
78,1969,5,Karnataka,Raichur,5005,70.47,4.9,4.82,1782,25.09,1.75,1.71,315,4.44,0.31,0.3,7102,6.96,6.83
78,1970,5,Karnataka,Raichur,7517,64.4,7.26,7.13,3111,26.65,3.01,2.95,1044,8.94,1.01,0.99,11672,11.28,11.07
78,1971,5,Karnataka,Raichur,6335,66.41,6.12,5.99,2190,22.96,2.12,2.07,1014,10.63,0.98,0.96,9539,9.22,9.03
78,1972,5,Karnataka,Raichur,8885,53.78,8.78,8.59,3960,23.97,3.91,3.83,3675,22.25,3.63,3.55,16520,16.32,15.97
78,1973,5,Karnataka,Raichur,9193,60.5,9.08,8.88,4056,26.69,4.01,3.92,1946,12.81,1.92,1.88,15195,15.01,14.68
78,1974,5,Karnataka,Raichur,10352,59.46,10.19,9.94,4349,24.98,4.28,4.17,2709,15.56,2.67,2.6,17410,17.14,16.71
78,1975,5,Karnataka,Raichur,11934,64.85,12.05,11.44,3575,19.43,3.61,3.43,2893,15.72,2.92,2.77,18402,18.59,17.64
78,1976,5,Karnataka,Raichur,12426,69.4,14.29,12.62,3286,18.35,3.78,3.34,2192,12.24,2.52,2.23,17904,20.6,18.18
78,1977,5,Karnataka,Raichur,20393,66.59,20.85,19.81,5503,17.97,5.63,5.35,4727,15.44,4.83,4.59,30623,31.31,29.75
78,1978,5,Karnataka,Raichur,25967,63.67,26.42,25.05,8043,19.72,8.18,7.76,6771,16.6,6.89,6.53,40781,41.5,39.33
78,1979,5,Karnataka,Raichur,25346,60.07,25.22,23.98,9483,22.48,9.44,8.97,7364,17.45,7.33,6.97,42193,41.98,39.92
78,1980,5,Karnataka,Raichur,22000,60.79,23.23,21.93,8435,23.31,8.91,8.41,5758,15.91,6.08,5.74,36193,38.22,36.08
78,1981,5,Karnataka,Raichur,24879,57.73,24.13,22.85,10446,24.24,10.13,9.59,7767,18.02,7.53,7.13,43092,41.8,39.57
78,1982,5,Karnataka,Raichur,22823,57.4,22.11,20.81,9138,22.98,8.85,8.33,7803,19.62,7.56,7.12,39764,38.53,36.26
78,1983,5,Karnataka,Raichur,33006,58.55,32.19,30.07,13173,23.37,12.85,12,10194,18.08,9.94,9.29,56373,54.99,51.36
78,1984,5,Karnataka,Raichur,37962,59.42,36.2,32.73,15719,24.6,14.99,13.55,10211,15.98,9.74,8.8,63892,60.92,55.09
78,1985,5,Karnataka,Raichur,36255,57.38,37.07,33.48,17042,26.97,17.43,15.74,9885,15.65,10.11,9.13,63182,64.61,58.35
78,1986,5,Karnataka,Raichur,36453,57.71,35.34,30.4,16880,26.72,16.36,14.08,9831,15.56,9.53,8.2,63164,61.24,52.67
78,1987,5,Karnataka,Raichur,28304,52.04,27.26,23.58,15813,29.07,15.23,13.17,10271,18.88,9.89,8.56,54388,52.38,45.3
78,1988,5,Karnataka,Raichur,53896,62.52,59.16,51.82,20684,23.99,22.7,19.89,11624,13.48,12.76,11.18,86204,94.63,82.89
78,1989,5,Karnataka,Raichur,43902,55.87,45.91,40.77,25334,32.24,26.49,23.52,9339,11.89,9.77,8.67,78575,82.17,72.96
78,1990,5,Karnataka,Raichur,51302,55.85,53.66,45.82,25809,28.1,27,23.05,14747,16.05,15.43,13.17,91858,96.09,82.04
78,1991,5,Karnataka,Raichur,60847,56.35,65.56,55.74,30989,28.7,33.39,28.39,16137,14.95,17.39,14.78,107973,116.34,98.91
78,1992,5,Karnataka,Raichur,57388,60.74,60.15,52.37,27049,28.63,28.35,24.68,10046,10.63,10.53,9.17,94483,99.03,86.22
78,1993,5,Karnataka,Raichur,63507,62.2,66.38,57.02,28196,27.61,29.47,25.31,10406,10.19,10.88,9.34,102109,106.73,91.67
78,1994,5,Karnataka,Raichur,71972,65.14,77.4,66.61,25364,22.96,27.28,23.47,13157,11.91,14.15,12.18,110493,118.82,102.26
78,1995,5,Karnataka,Raichur,74908,61.08,80.12,68.93,31097,25.36,33.26,28.62,16635,13.56,17.79,15.31,122640,131.17,112.86
78,1996,5,Karnataka,Raichur,69190,64.46,73.31,63.15,26080,24.3,27.63,23.8,12063,11.24,12.78,11.01,107333,113.73,97.96
78,1997,5,Karnataka,Raichur,72121,57.76,89.89,76.48,35034,28.06,43.66,37.15,17712,14.18,22.08,18.78,124867,155.63,132.42
78,1998,5,Karnataka,Raichur,79353,59.49,89.15,73.93,37121,27.83,41.7,34.59,16920,12.68,19.01,15.76,133394,149.86,124.28
78,1999,5,Karnataka,Raichur,93961,54.26,110.08,88.13,49297,28.47,57.75,46.24,29902,17.27,35.03,28.05,173160,202.86,162.41
78,2000,5,Karnataka,Raichur,101582,56.5,108.64,91.43,49136,27.33,52.55,44.23,29088,16.18,31.11,26.18,179806,192.31,161.84
78,2001,5,Karnataka,Raichur,94184,57.05,106.78,90.33,43599,26.41,49.43,41.82,27312,16.54,30.96,26.2,165095,187.17,158.35
78,2002,5,Karnataka,Raichur,73596,59.73,88.38,73.23,30989,25.15,37.21,30.83,18624,15.12,22.36,18.53,123209,147.96,122.59
78,2003,5,Karnataka,Raichur,69881,57.43,75.55,66.5,31210,25.65,33.74,29.7,20595,16.92,22.26,19.6,121686,131.55,115.79
78,2004,5,Karnataka,Raichur,88540,55.56,93.22,75.99,43555,27.33,45.86,37.38,27277,17.12,28.72,23.41,159372,167.8,136.78
78,2005,5,Karnataka,Raichur,102236,51.6,103.85,81.04,57449,28.99,58.36,45.54,38458,19.41,39.07,30.48,198143,201.27,157.05
78,2006,5,Karnataka,Raichur,93110,53.3,102.39,82.48,51340,29.39,56.45,45.48,30243,17.31,33.26,26.79,174693,192.1,154.75
78,2007,5,Karnataka,Raichur,114576,52.8,119.7,93.11,51359,23.67,53.66,41.74,51051,23.53,53.33,41.49,216986,226.69,176.33
78,2008,5,Karnataka,Raichur,114482,52.37,131.58,102.17,64152,29.35,73.73,57.25,39979,18.29,45.95,35.68,218613,251.27,195.1
78,2009,5,Karnataka,Raichur,126635,50.81,141.62,106.62,70310,28.21,78.63,59.2,52307,20.99,58.49,44.04,249252,278.74,209.86
78,2010,5,Karnataka,Raichur,151135,50.21,171.75,129.94,103845,34.5,118.01,89.28,46026,15.29,52.3,39.57,301006,342.06,258.8
78,2011,5,Karnataka,Raichur,154851,50.85,191.59,158.93,106305,34.91,131.52,109.1,43364,14.24,53.65,44.51,304520,376.76,312.54
78,2012,5,Karnataka,Raichur,139690,62.7,151.81,124.81,54514,24.47,59.24,48.71,28573,12.83,31.05,25.53,222777,242.11,199.05
78,2013,5,Karnataka,Raichur,134118,59.37,145.41,114.89,59898,26.51,64.94,51.31,31893,14.12,34.58,27.32,225909,244.92,193.52
